Original,Part of,Translation
Spells|Known,"",Conjuros|Conocidos
RIVAL,"",RIVAL
Channel Negative Energy,"",CANALIZAR ENERGÍA NEGATIVA
Track,"",Rastrear
Councilor,"",Consejero
BASIC SPEED,"",VELOCIDAD BASE
PERFECT SELF,"",YO PERFECTO
Acrobatics,"",Acrobacias
No Armour Check penalty when charging.,"",Sin penaliz. por Armadura cuando carga
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrarresta efectos mágicos que dependan del sonido.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
Tier,"",Tier
Evil Cleric,"",Clérigo Malvado
Non-Monk|Level,"",Nivel|No-Monje
School,"",Escuela
Rounds|Today,"",Turnos|Hoy
Medium Armour Proficiency,"",Competencia con armadura intermedia
Blue,"",Azul
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.","","Las dotes adicionales de explorador pueden ser tomadas sin los prerrequisitos|normales, pero sólo se aplican cuando no se lleva armadura pesada"
Normal,"",Normal
+1 hp or skill rank per level,"",+1 pg o rango de hab. por nivel
From level 4:,"",Desde nivel 4
Disable Device,"",Inutilizar Mecanismo
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","","Como acción movimiento, comparte tu bonus de|Enemigo Predilecto contra un solo objetivo con todos los aliados en 30ft"
Bonus Points,"",Puntos Adicionales
Total,"",Total
BAB,"",BAB
Employer,"",Empleador
STA,"",STA
Knowledge bonus,"",Bonus a Saber
Gold,"",Oro
DEADLY PERFORMANCE,"",INTERPRETACIÓN MORTAL
Summon monster VIII,"",Convocar Monstruo VIII
Escape Artist,"",Escapismo
Ninja|Level,"",Nivel|Ninja
Suggest actions to already fascinated creatures,"",Sugiere acciones a criaturas ya fascinadas
Summon monster IX,"",Convocar Monstruo X
Max AC DEX,"",MAX CA DES
CAVALIER,"",CABALLERO
CLERIC,"",CLÉRIGO
Skill|Ranks,"",RANGOS|HABIL.
Damage Reduction:,"",Reducción Daño:
Light,"",Ligero
Use Magic Device,"",Usar Objeto Mágico
Balance,"",Equilibrio
to Hybrid or Animal form:,"",a Hibrido o forma Animal:
Temp,"",Temp
Assets,"",Posesiones
Indomitable Will,"",Voluntad Indomable
MELEE|ATTACK,"",ATAQUE|MELEE
Other items,"",Otros objetos
Knowledge: Arcana,"",Saber: Arcano
XP,"",PX
Oratory,"",Oratoria
WILD EMPATHY,"",EMPATIA SALVAJE
CONTAINER,"",CONTENEDOR
Class,"",CLASE
Controlled Rage,"",Furia Controlada
cp,"",pc
Summon monster IV,"",Convocar Monstruo IV
"Scrolls, Potions,|Wands, Components","","Pergaminos, Pociones|Varitas, Componentes"
KI POOL,"",RESERVA DE KI
Manoeuvre Training,"",Entrenamiento en Maniobras
Combat Reflexes,"",Reflejos de Combate
JUDGEMENT,"",JUICIO
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.","","Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo y Supervivencia en terrenos acuáticos."
Age,"",Edad
Parents,"",Progenitores
Resistance,"",Resistencia
+ Size|  diff x4,"",+ Tamaño|  dif x 4
DC 20,"",CD 20
LYCANTHROPE,"",LICÁNTROPO
Alchemist|Level,"",Nivel de|Alquimista
FAVOURED|CLASS BONUS,"",BONUS CLASE|FAVORITA
PSIONICS,"",PSIÓNICA
Base|Attack|Bonus,"",Bonus|Ataque|Base
NATURE BOND,"",VÍNCULO CON LA NATURALEZA
Your size and size modifier,"",Tu tamaño y modificador de tamaño
Properties,"",Propiedades
for every 10ft of your standard move above 30ft,"",para cada 10ft de tu movimiento estandar por encima de 30ft
Wounds,"",Heridas
Consult the book to find out:,"",Consulta el libro para buscar:
50ft,"",50ft
Level,"",Nivel
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.","","Dependiendo de tu raza, usualmente puedes elegir una clase favorita,|la cual proporciona un pequeño bonus cada nivel.|Tu clase favorita no tiene porque ser la primera que escojas."
1d8,"",1d8
SCOUT,"",Batidor
"(round down, min 1)","","(redondea abajo, min 1)"
"May make a standard or move action,| but not both","","Puede hacer acción estandar o de movimiento,| pero no ambas"
Exhausted,"",Exhausto
Religion,"",Religión
Type,"",Tipo
BLOODLINE,"",LINAJE
STERN GAZE,"",MIRADA SEVERA
Dexterity|Bonus,"",Bon de|Destreza
CMD,"",DMC
Greater Weapon Focus,"",Soltura mayor con arma
Armour|& Shield,"",Armadura|y Escudo
3/silver,"",3/plata
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","Curar Heridas Serias en Masa|Elimina las condiciones de fatigado, afectado y estremecido"
Sixth Sense +6,"",Sexto Sentido +6
SUMMONED CREATURE,"",CRIATURA CONVOCADA
Copper,"",Cobre
ABILITIES,"",PUNTUACIONES DE CARACTERÍSTICA
(DRUID),"",(DRUIDA)
Charisma,"",Carisma
Undead,"",No muerto
"Sneak attack damage can be applied when a target is flanked oris denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Daño de ataque furtivo se aplica cuando el objetivo es flanqueado o pierde el bonus DES a CA|En ataques a distancia, solo se aplica dentro de 30 pies.|No se multiplica con crítico.|No puede ser no letal, execpto usando armas no letales"
Katana,"",Katana
SCROLLS,"",PERGAMINOS
TRAITS,"",RASGOS
Samurai|Level,"",Nivel|Samurai
Immediately stabilise and remain conscious (but staggered),"",Se estabiliza inmediatamente y permanece consciente (pero grogui)
Constitution|Bonus,"",Bon de|Constitución
Alignment,"",Alineamiento
Frost,"",Congeladora
Immune to fear,"",Inmune al miedo
May always take 10 on Stealth checks in these terrains.,"",Siempre puede elegir 10 en pruebas de Sigilo en estos terrenos.
Casting|Stat,"",Característica|Lanzamiento
Uses|Today,"",Usos|Hoy
Dexterity,"",Destreza
Creature Type,"",Tipo de criatura
MONK OF THE|FOUR WINDS,"",MONJE DE LOS|CUATRO VIENTOS
Base|Attack Bonus /|Monk Level,"",Bonus|Ataque Base /|Nivel Monje
Dispelling Critical,"",Crítico Disipador
Abundant step,"",Paso abundante
Two-weapon Rend,"",Desgarrar con dos armas
Base|Spells,"",Conjuros|Base
INT - 4,"",INT - 4
Background,"",Trasfondo
Euphoria|Duration,"",Duración|Euforia
• Stunned,"",• Aturdido
Mythic|Tier,"",Tier|Mítico
Summon monster III,"",Convocar Monstruo III
Critical Focus,"",Soltura con los críticos
Treat unarmed attacks as adamantine weapons,"",Trata ataques sin arma como armas adamantinas
OATH,"",JURAMENTO
Fly,"",Volar
Constitution|Score,"",Puntuación|Constitución
Bonus to ability scores,"",Bonus a puntuaciones Características
WILD SHAPE,"",FORMA SALVAJE
Power|Attack,"",Ataque|Poderoso
Staggering Critical,"",Crítico asombroso
Summon Nature’s Ally VI,"",Conovocar Aliado Natural VI
Spell|Resistance,"",Resistencia|Conjuros
ARMOUR,"",ARMADURA
Temp Attack|Bonus,"",Bonus Temp|Ataque
Saving throw = 10 + Casting Stat + Spell Level,"",Prueba Salv = 10 + Caract. Lanzamiento + Nivel Conjuro
Base|Value,"",Valor|Base
KNOWN HEXES,"",HEXÁGONOS CONOCIDOS
per turn,"",por turno
RANGER,"",EXPLORADOR
Bonus to saves against charm|and compulsion effects.,"",Bonus a Salvaciones contra encantamiento|y efectos compulsión
Detect Curse,"",Detectar Maldición
Spells from your opposed schools cost two slots to prepare.,"",Los conjuros de las escuelas opuestas ocupan dos huecos
Gunslinger’s Dodge,"",Esquiva del pistolero
One hit|point,"",Un punto|de golpe
Eyes,"",Ojos
Constitution,"",Constitución
Knowledge: Aeronautics,"",Saber: Aeronáutica
Summon monster V,"",Convocar Monstruo V
Automatic success on casting defensively,"",Éxito automático cuando se lanza defensivamente
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","","El bon de daño por castigo se aplica el doble|para el primer golpe exitoso contra ajenos malignos,|dragones malignos y muertos vivientes."
Decipher Script,"",Descifrar Escritura
POISON RESISTANCE,"",RESISTENCIA A VENENOS
Check Penalty,"",Pen a Pruebas
REGULAR PAYMENTS,"",PAGOS FIJOS
Shield AC,"",CA Escudo
DEFENSIVE CASTING,"",Lanzamiento Defensivo
Knowledge: Geography,"",Saber: Geografía
WAY OF THE BOW,"",Camino del arco
(Bad),"",(Malo)
Dodge,"",Esquiva
Insults,"",Insultos
Tongue of the Sun and Moon,"",Lengua del Sol y la Luna
Cavalier|Level,"",Nivel de|Caballero
Trap Sense +1,"",Sentido de las Trampas +1
Metamagic|Adjustment,"",Ajuste|Metamágico
Favoured|Enemy,"",Enemigo|Predilecto
IN SUMMER,"",EN VERANO
Improved Feint,"",Finta mejorada
Great fortitude,"",Gran fortitud
SKILLS,"",HABILIDADES
Moderate Wounds,"",Heridas Moderadas
Improved Impaling Critical,"",Crítico Empalador mejorado
Summon monster VI,"",Convocar Monstruo VI
MONSTER LORE,"",CONOCIMIENTO DE MONSTRUOS
SUMMONER,"",CONJURADOR
"Your weapon also counts as aligned,|to an alignment that matches your own.","","Tu arma también cuenta como alineada,|a un alineamiento que coincida con el tuyo."
"1,000 people","",1.000 personas
Fatigue|Modifier,"",Modif.|Fatiga
DOMAINS,"",DOMINIOS
Zen Archery,"",Arquería Zen
Fast healing per round,"",Curación rápida por asalto
Increase your move speed by 20ft for one round,"",Incrementa tu velocidad movimiento en 20ft durante un asalto
Cleric Level,"",Nivel de Clérigo
at half speed,"",a mitad de velocidad
25ft,"",25ft
"If a member dies, make a Fortitude save (DC 15) or lose|power points equal to their hit dice.","","Si un miembro muere, hacer una tirada de Fortaleza (CD 15) o pierde|puntos de poder equivalentes a sus dados de golpe."
CUNNING INITIATIVE,"",INICIATIVA ASTUTA
Bonus feat,"",DOTE ADICIONAL
Appraise,"",Tasación
Valuables,"",Valiosos
Two-handed weapon,"",Arma a dos manos
Intimidate,"",Intimidar
Charisma|Score,"",Punt.|Carisma
Weapon and armour proficiencies,"",Competencias con armas y armaduras
Synergy,"",Sinergia
to overcome target’s|spell resistance,"",para sobrepasar la resistencia|conjuros del objetivo
Spymaster,"",Jefe de Espías
"Use the starting wealth for your class, or a value supplied by your GM.","","Empieza usando la riqueza inicial de tu clase, o el valor proporcionado por tu GM"
Monk bonus applies when|unarmoured and unencumbered,"",Bonus Monje aplica cuando|no lleva carga ni armadura
Feats,"",DOTES
Round,"",Asalto
Dislikes,"",Aversiones
Kingdom,"",Reino
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,"",Un mordisco de un licántropo natural aflige a la víctima con|licantropía afligida
Knowledge - INT|Profession - WIS,"",Saber – INT|Profesión – SAB
When identifying the abilities and weaknesses of creatures.,"",Cuando identificas las aptitudes y debilidades de criaturas.
"5,000 people","",5.000 personas
rats,"",ratas
20ft,"",20ft
Skill|Bonus,"",Bonus de|Habilidad
Damage,"",Daño
Improved Uncanny Dodge,"",Esquiva Asombrosa Mejorada
SNEAK ATTACK,"",Ataque Furtivo
+2 to any one ability score,"",+2 a una puntuación característica
Additional Domain,"",Dominio Adicional
Grand Diplomat,"",Gran Diplomático
CHA,"",CAR
if you fail a jump by 4 or less,"",si falla un salto por 4 o menos
Sixth Sense +1,"",Sexto Sentido +1
"Diplomacy, Sense Motive","","Averiguar Intenciones, Diplomacia"
Naginata,"",Naginata
Bonus|Spells,"",Conjuros|Adicionales
Summon Nature’s Ally III,"",Conovocar Aliado Natural III
Attribute|scores,"",Puntuación|Atributos
Spend one use of mythic power to add to any d20,"",Gasta un uso de poder mítico para agregar a cualquier D20
Dwarf,"",Enano
Attack Bonus,"",Bon de Ataque
DEMANDING CHALLENGE,"",Desafío exigente
Fire,"",Fuego
8ft,"",8ft
SMITE EVIL,"",CASTIGAR AL MAL
MYTHIC SAVING THROWS,"",PRUEBAS SALVACIÓN MÍTICAS
BRAVERY,"",VALENTÍA
Shocking burst,"",Explosiva Electrizante
Temp|Modifier,"",Modif|Temporal
Suggest actions to one already fascinated creature,"",Sugiere acciones a una criatura ya fascinada
Affiliation,"",Afiliación
Platinum,"",Platino
second sneak attack in a round,"",segundo ataque furtivo en un asalto
Use touch AC beyond first range increment,"",Usa ataque de toque mas allá del primer incremento de alcance
Weapon Specialisation  (,"",Especialización en Armas (
4/silver,"",4/plata
Uses|per day,"",Usos|al día
ZEN ARCHER,"",ARQUERO ZEN
Sixth Sense +4,"",Sexto Sentido +4
WILL,"",VOL
Sixth Sense +3,"",Sexto Sentido +3
MERCIES,"",MISERICORDIAS
ECONOMY,"",ECONOMÍA
- 1 per 5lb| carried,"",- 1 por 5lb| llevadas
Immune to all poisons,"",Inmune a todos los venenos
Hands,"",Manos
Knowledge:,"",Saber:
Enhancements,"",Mejoras
CLASS,"",CLASE
Human,"",Humano
Coup de grace,"",Golpe de gracia
SORCERER,"",HECHICERO
Character traits,"",Rasgos de personaje
Unarmed|Strike|Damage,"",Daño|Golpe|sin Armas
Hair,"",Pelo
TRUE JUDGEMENT,"",JUICIO VERDADERO
Total skill|ranks,"",Rangos de habilidad|totales
"Weapons, Ammo","","Armas, Munición"
Longbow,"",Arco Largo
CHANGE SHAPE,"",CAMBIAR FORMA
KINGDOM SIZE,"",TAMAÑO REINO
ORACLE,"",ORÁCULO
pp,"",ppt
5/silver,"",5/plata
Specialist|Spell,"",Conjuro|Especialista
x 4,"",x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham","","Usando cualquier combinación de|ataques sin arma y armas de|Monje: Kama, Nunchaku,|Bastón, Sai, Shuriken,|Siangham"
SAVING|THROWS,"",PRUEBAS|SALVACIÓN
"Use your base or animal score, whichever is higher","","Usa tu puntuación base o la animal, la que sea mayor"
As long as you have at least one ki point,"",Mientras tengas al menos un punto de ki
RAGE!,"",¡FURIA!
Can communicate with related animals.,"",Puede comunicarse con animales relacionados.
2d6,"",2d6
Diamond Body,"",Cuerpo Diamantino
POWER LEVELS,"",NIVELES DE PODER
Fix a broken firearm as standard action,"",Repara un arma de fuego rota como acción estandar
= d6 +,"",= d6 +
Bodyguard,"",Guardaespaldas
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.","","Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo, Supervivencia y Nadar cuanto está en terrenos acuáticos."
Defensive|Bonus,"",Bonus|Defensivo
INT - 8,"",INT - 8
Gunslinger|Level,"",Pistolero|Nivel
Royal Enforcer,"",Ejecutor Real
Ability|Modifier,"",Modif|Caract.
Your weapon counts as magical for|bypassing damage resistance.,"",Tu arma también cuenta como mágica|para sobrepasar resistencia al daño
RACIAL ABILITIES,"",APTITUDES RACIALES
SOOTHING PERFORMANCE,"",INTERPRETACIÓN TRANQUILIZADORA
Hit Dice,"",Dados Golpe
Basic attributes,"",Atributos básicos
Cast spells in heavy armour with no risk of spell failure,"",Lanza conjuros con armadura pesada sin riesgo de fallo arcano
Deflection|Modifier,"",Mod de|Desvío
Modifier = (Ability Score - 10) ÷ 2,"",Modificador = (Punt. Caracte. - 10) ÷ 2 
Wisdom|Penalty,"",Pen de|Sabiduría
Ammo,"",Munición
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 Iniciativa; 20% de fallo cuando atacas|-4 en Percepción opuesta|fallo automático de Percepción con pruebas sonido
Overcome spell resistance,"",Sobrepasar Resistencia conjuros
KINGDOM|POPULATION,"",POBLACIÓN|REINO
BATTLE FORTITUDE,"",FORTITUD DE BATALLA
+1 grit point,"",+1 Punto de agallas
Pick a class,"",Escoge una clase
Concentration,"",Concentración
QUIVERING PALM,"",Palma Temblorosa
Ronin|Level,"",Nivel|Ronin
Spring Attack,"",Ataque elástico
Able to take 10 on any skill,"",Puedes elegir 10 en cualquier habilidad
Observant,"",Observador
Don’t die until negative hp equals double your constitution score.,"",No muere hasta que los pg negativos igualan el doble de su puntuación de Constitución.
Heal / Harm,"",Curar / Infligir
Non-lethal,"",No Letal
ATTACKS,"",ATAQUES
• Dazzled,"",• Deslumbrado
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..","","Si este es el primer nivel de tu personaje, o el primer nivel que tomas|en una nueva clase, piensa con cuidado sobre elegir un arquetipo,|así como cualquier otra decisión irrevocable como un ""camino"", ""estilo de combate"", etc."
3-LEVEL|BONUS,"",3-Nivel|Bonus
Percussion,"",Percusión
Unconscious,"",Inconsciente
INFLICT,"",INFLIGE
Speed with Armour,"",Vel con Armadura
WIS,"",SAB
POPULACE,"",POBLACIÓN
Rapid Shot,"",Disparo rápido
Treat unarmed attacks as magic weapons,"",Trata ataques sin arma como armas mágicas
"If unrest is more than 10, abandon a hex","","Si el malestar es mayor que 10, abandona el hexágono"
Initiative roll is always 20.,"",La prueba de Iniciativa es siempre 20.
WIS - 8,"",SAB - 8
COMBAT,"",COMBATE
"UMD,","","UOM,"
ANIMAL COMPANION,"",COMPAÑERO ANIMAL
KNOWN POWERS,"",PODERES CONOCIDOS
Temp CMB,"",BMC Temp.
Hit Die,"",Dado de Golpe
Ranks,"",Rangos
Barony,"",Baronía
d4 / d8,"",d4 / d8
POTIONS,"",POCIONES
Summon Nature’s Ally I,"",Conovocar Aliado Natural I
Location,"",Localización
ANIMAL FORM,"",FORMA ANIMAL
Listen,"",Escuchar
TAKE 10,"",ELEGIR 10
Fly Speed,"",Vel. de Vuelo
Improved Disarm,"",Desarme mejorado
Training,"",Entrenamiento
DC,"",CD
WEAPON EXPERTISE,"",Pericia con las armas
When training an animal to serve as a mount,"",Cuando se entrena a un animal para servir de montura
GEISHA,"",GEISHA
"Acrobatics, Heal","","Acrobacias, Curar"
Swim,"",Nadar
DISCIPLINE,"",DISCIPLINA
Bard Level,"",Nivel de Bardo
• Shaken,"",• Estremecido
Special Ammo,"",Munición Especial
Advanced Talent,"",Talento Avanzado
BUILD A CHARACTER,"",CREAR UN PERSONAJE
Knowledge: The Planes,"",Saber: Los Planos
Base|Points,"",Puntos|Base
Forbidden Domain,"",Dominio Prohibido
EXTRACTS,"",EXTRACTOS
LAY ON HANDS,"",IMPOSICIÓN DE MANOS
2d8 / 4d8,"",2d8 / 4d8
Saving|Throw|Bonus,"",Bonus|Tiros|Salv.
Splash|radius,"",Radio de|salpicadura
Headband,"",Diadema
Charisma|Penalty,"",Pen de|Carisma
hp,"",pg
TAX,"",IMPUESTO
SKILL|RANKS,"",RANGOS DE|HABILIDAD
Reflex,"",Reflejos
Diplomacy,"",Diplomacia
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,"",Consulta el libro para ver qué incremento obtienes para tu|Bonus Ataque Base y Pruebas Salv. en este nivel.
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.","","El equipo no se funde entre la forma Humanoide|y la Híbrida, pero sí con la forma Animal."
Your weapon also counts as adamantine|for overcoming damage resistance.,"",Tu arma también cuenta como adamantina|para sobrepasar resistencia al daño
Trained,"",Entrenada
Ring,"",Anillo
SPELL|RANGE,"",ALCANCE|CONJURO
Tumble,"",Piruetas
Discern Lies|Today,"",Discernir Mentiras|Hoy
Smiting,"",Castigar
Threat range,"",Rango de amenaza
COMBAT STYLE,"",ESTILO DE COMBATE
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Daño de ataque furtivo se aplica cuando el objetivo es flanqueado o|pierde el bonus DES a CA.|En ataques a distancia, solo se aplica dentro de 30ft.|No se multiplica con crítico.|No puede ser no letal, execpto usando armas no letales."
TOTAL FUNDS,"",FONDOS TOTALES
Sml / Lrg,"",Peq / Gde
Trap Sense +6,"",Sentido de las Trampas +6
Enemies are frightened and flee your performance,"",Enemigos se asustan y huyen de tu canción
Creature type,"",Tipo de criatura
Immune to all diseases,"",Inmune a todas las enfermedades
Special properties,"",Propiedades Especiales
Conceal Knife,"",Esconder Cuchillo
4d8,"",4d8
Concept,"",Concepto
Bonus|Feats,"",Dotes|Adicionales
Unconcious,"",Inconsciente
Perception,"",Percepción
Handle Animal,"",Trato con Animales
Class skills,"",Habilidad de clase
• Entangled,"",• Enmarañado
Paladin Level,"",Nivel de Paladín
Improved Two-weapon Fighting,"",Combate con dos armas mejorado
ORIGINS,"",ORÍGENES
Intelligence|Penalty,"",Pen de|Inteligencia
CLASS ABILITIES,"",APTITUDES CLASE
LEGENDARY HERO,"",HÉROE LEGENDARIA
"Racial,|Feats","","Racial,|Dotes"
Gain a +1 bonus to Fortitude and Will saves.,"",Obtienes un +1 a salvaciones de Fortaleza y Voluntad
+ 4 to all saving throws|+ 4 to AC,"",+ 4 a todas las tiradas de salvación|+ 4 a CA
Skill Ranks,"",Rangos de Habilidad
MYTHIC FEATS,"",DOTES MÍTICAS
Deafening Critical,"",Crítico ensordecedor
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:","","Los rasgos son aspectos de tu trasfondo que pueden añadir profundidad al personaje.|Pregunta al GM si debes coger rasgos, y cuantos.|Una distribución habitual es:"
ATTRIBUTES,"",ATRIBUTOS
Power,"",Poder
"For 4 points, extend the effect to an extra target.","","Por 4 puntos, extiende el efecto a un objetivo extra."
COMMAND DC,"",CD COMANDAR
WANDS,"",VARITAS
Fatigued,"",Fatigado
Spell|Level,"",Nivel de|Conjuro
Resources,"",Recursos
Aspect,"",Aspecto
Is this a favoured class?,"",¿Es esta una clase favorita?
PERFORMANCES,"",INTERPRETACIONES
Base Weapon,"",Arma Base
SPELL BOOK,"",LIBRO DE CONJUROS
• Staggered,"",• Grogui
WIS - 12,"",SAB - 12
Area,"",Área
Trap Sense +2,"",Sentido de las Trampas +2
MYSTERY,"",Misterio
Foes|Today,"",Enemigos|Hoy
Conditional Modifiers,"",Mod Condicionales
Base Form,"",Forma Base
Ki Arrows,"",Flechas Ki
Challenged target suffers -2 penalty to AC against|any target other than you.,"",Objetivos desafiados sufren -2 penal. a CA contra|cualquier objetivo distinto a ti.
• Deafened,"",• Ensordecido
Light Wounds,"",Heridas Leves
Hero,"",Héroe
BUILDINGS,"",EDIFICIOS
Purity,"",Pureza
120 ft,"",120 ft
Ranger|Level,"",Nivel de|Explorador
AMAZING INITIATIVE,"",INICIATIVA ASOMBROSA
Effective|Character|Level,"",Nivel|Efectivo|del Personaje
Improved,"",Mejorado
Mighty Charge,"",Carga Poderosa
Critical Wounds,"",Heridas Críticas
Critical Range,"",Rango Crítico
45ft,"",45ft
Weapon Mastery,"",Maestría con Armas
Radius centred|on the Cleric,"",Radio centrado|en el Clérigo
Focus,"",Foco
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Pregunta a tu GM como crear tus puntuaciones básicas. Puede darte un|conjunto fijado, hacerte tirar dados, o usar la compra de puntos."
Temp Speed,"",Vel Temp
BANE,"",PERDICIÓN
POWER STONES,"",PIEDRAS DE PODER
Granted Power,"",Poder Concedido
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,"",Esboza como quieres que se desarrolle tu personaje en el futuro.|Este plan puede cambiar una vez la aventura comience.
Rogue|Level,"",Nivel de|Pícaro
Swim Speed,"",Vel. de Nado
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","Embestir, Desarmar, Romper arma o Derribar gratuíto tras una carga con éxito; no AdO"
Channel Positive Energy,"",CANALIZAR ENERGÍA POSITIVA
Racial|bonus,"",Bonus|racial
VERSATILE PERFORMANCE,"",INTERPRETACIÓN VERSÁTIL
Mass Spell Level,"",Nivel Conjuro en Grupo
RAGE,"",FURIA
NINJA,"",NINJA
The head of Alfredo Garcia,"",La cabeza de Alfredo García
Deflect Arrows,"",Desviar flechas
MOVE THROUGH THREATENED SQUARE,"",MUEVE A TRAVÉS CASILLA AMENAZADA
Uses Today,"",Usos Hoy
• Frightened,"",• Asustado
ARMOUR TRAINING,"",ENTR. EN ARMADURA
Comedy,"",Comedia
Rounds Shared|This Encounter,"",Asaltos compartidos|Este encuentro
Dancing,"",Danzante
(ROGUE),"",(PÍCARO)
Clothes / Body,"",Ropas / Cuerpo
d10 / 3d6,"",d10 / 3d6
or,"",o
MELEE,"",MELEE
"Place of origin, nationality, culture","","Lugar de origen, nacionalidad, cultura"
WIZARD,"",MAGO
Handle Animal|Bonus,"",Bonus|Trato Animales
Treasury funds,"",Fondos Tesorería
SAVING THROW DC,"",CD PRUEBA SALV
Debts,"",Deudas
Heavy Armour Proficiency,"",Competencia con armadura pesada
Likes,"",Gustos
Dodge|Modifier,"",Mod de|Esquiva
"One background trait, connected to your character’s origin","","Un rasgo de trasfondo, conectado al origen de tu personaje"
Use in place of Diplomacy to improve the attitude of an animal,"",Usar en lugar de Diplomacia para mejorar la actitud de un animal
Ruler,"",Gobernante
Domain,"",Dominio
Standard,"",Estandar
Stunned,"",Aturdido
Temp AC,"",CA Temp
PALADIN,"",PALADÍN
DC 25,"",CD 25
DIRGE OF DOOM,"",ENDECHA DE PERDICIÓN
Monk Level|÷ 4,"",Nivel Monje|÷ 4
Gather Information,"",Reunir Información
Burrow Speed,"",Vel. de Cavar
Acid,"",Ácido
BONUS FEATS,"",DOTES ADICIONALES
4ft,"",4ft
Immune to death effects,"",Inmune a efectos de muerte
A dose of wolfsbane grants another fortitude save.,"",Una dosis de acónito concede otra Salv. Fortaleza.
Magic stone,"",Piedra mágica
Multiplier,"",Multiplicador
BASE ATTACK & SAVING THROWS,"",ATAQUE BASE & PRUEBAS SALVACIÓN
Height,"",Altura
Select one judgement at start of combat|to apply its bonus at 5 levels higher,"",Elige un juicio al inicio del combate|para aplicar su bonus como si fuera 5 niveles mayor
SPELLS,"",Hechizos
Carried by / given to,"",Llevado por / Dado a
Summon,"",Conjurar
Campaign,"",Campaña
Granted to allies within 30ft who can see and hear you,"",Concedido a aliados en 30ft a la redonda que pueden verte y oirte
Make one additional attack when making a full attack,"",Haz un ataque adicional cuando haces un ataque completo
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma","","Coloca estas puntuaciones a tus seis características:|Fuerza, Destreza, Constitución,|Inteligencia, Sabiduría y Carisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Un ataque furtivo exitoso puede también añadir uno de los siguientes:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asaltos| • Asesinado
11ft,"",11ft
Daring acts,"",Proezas
TRAP SENSE,"",SENTIDO DE TRAMPAS
Temp CMD,"",DMC Temp.
Good saves:,"",Buenas Salv:
Deafened,"",Ensordecido
Heal,"",Curar
Weapon|Training,"",Entrenamiento|Armas
Components / Focus,"",Componentes / Foco
Staggered,"",Grogui
Defensive|Casting|Bonus,"",Bonus|Lanzamiento|Defensivo
Region,"",Región
CURSE,"",MALDICIÓN
Immune to fatigue,"",Inmune a la fatiga
Notes,"",Notas
Patron,"",Patron
Point Blank Shot,"",Disparo a bocajarro
Spell Save|DC Bonus,"",Bonus CD|Salv. Conjuro
Haste,"",Acelerar
Charge attack,"",Ataque de Carga
Unlimited range,"",Rango ilimitado
Total Weight,"",Peso Total
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.","","Usa esta CD para salv de reflejo por Salpicadura,|Salv de fortaleza de descubrimientos, etc."
DISCOVERIES,"",DESCUBRIMIENTOS
KEEN SENSES,"",SENTIDOS AGUZADOS
Ignore damage reduction.,"",Ignora reducción de daño.
to ignore 10ft of falling damage,"",ignorar 10ft de daño de caída
Greater Vital Strike,"",Golpe vital mayor
