Original,Part of,Translation
Collect taxes and manage finances,"Collect taxes and manage finances – If vacant, -4 economy and kingdom can’t levy taxes",Recauda impuestos y gestiona finanzas
Insults,"",Insultos
Knowledge: The Planes,"",Saber: Los Planos
Unconcious,"",Inconsciente
Weapon Specialisation:,"",Especialización con un arma:
ARMOUR,ARMOUR BONUS,ARMADURA
DC,DC    5,CD
Executioner and headsman,"Executioner and headsman - If present, -1 unrest at upkeep",Ejecutor y verdugo
Misc|Modifier,"",Modif.|Misc
per die,Improved Devastating Strike  +2 per die,por dado
"- If vacant,","Oversees finances - If vacant, -4 economy and kingdom can’t levy taxes","- Si está vacío, "
"As a swift action,|choose one of:","","Como acción rápida,|elige uno de:"
Country,"",País
DURATION,RAGE  DURATION|PER DAY,DURACIÓN
EDICTS,"",EDICTOS
Grand Diplomat,"",Gran Diplomático
Other:,"",Otro:
PF-RPG,"",PF-RPG
STR,Use WIS in place of STR/DEX for monk weapons,FUE
On a successful attack,Hammer the Gap    On a successful attack,Tras un ataque exitoso
Percussion,"",Percusión
WITCH,"",BRUJA
DISTRACTION,"",DISTRACCIÓN
Pick a class,"",Escoge una clase
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,cuando ambos usan escudos
Chaotic:,Chaotic: +2 Loyalty,Caótico:
Manyshot,"",Disparos múltiples
PER DAY,CHANNEL|PER DAY,AL DÍA
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modif. Habilidad = (Punt. Total Habil. - 10) ÷ 2  (Redond. hacia abajo)
Size|Modifier,"",Mod de|Tamaño
SPELL RANGES,"",ALCANCES CONJUROS
Spending,"",GASTOS
"When ally feints, gain AoO","Improved Feint Partner    When ally feints, gain AoO","Cuando el aliado finta, ganas AdO"
Dance,"",Baile
loyalty and,"Leads kingdom’s defences - If vacant, -4 loyalty and -2 stability",lealtad y
POPULACE,"",POBLACIÓN
Entangled,"",Enmarañado
Intimidate,"",Intimidar
LOY,"",LEAL
MASS SUGGESTION,"",SUGESTIÓN EN MASA
MERCIES,"",MISERICORDIAS
Organisation,"",Organización
Immediately stabilise and remain conscious (but staggered),"",Se estabiliza inmediatamente y permanece consciente (pero grogui)
loyalty,"Ensures the will of the people - If vacant, -2 loyalty +1 unrest at upkeep and no bonus from festivals",lealtad
Trap Sense +3,"",Sentido de las Trampas +3
Coordinated Defence,Coordinated Defence    +2 to CMD,Defensa Coordinada
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,INSPIRAR GRANDEZA
ARCANE SPELL FAILURE THRESHOLD,"",UMBRAL DE FALLO DE CONJURO ARCANO
Attack|Penalty,"",Penaliz.|Ataque
BONUS FEAT,"",Dote Adicional
Bonus feat,"",Dote Adicional
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,"",Canalizar energía positiva gasta dos usos diarios de Imposición de Manos.
OTHER INCOME,"",OTROS INGRESOS
TAKE 20,TAKE 20|PER DAY,ELEGIR 20
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,malestar
WIS,Gain 1hp on a successful melee attack|Gain WIS hp on a confirmed critical attack,SAB
WIS - 12,"",SAB – 12
Any number per round,Improved Cleaving Finish    Any number per round,Cualquier número por asalto
Destruction,"",Destrucción
Effective|Character|Level,"",Nivel|Efectivo|del Personaje
"From level 20, a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain","","Desde nivel 20, un ataque furtivo exitoso puede aplicar un efecto:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asalto| • Muerto"
per turn,"",por turno
Spell Save DC = 10 + CHA + Spell Level,"",CD Salv de Conjuro = 10 + CAR + Nivel de Conjuro
AC,Bonus to AC that applies only to|critical hit confirmation rolls,CA
against larger foes,"",contra enemigos más grandes
Increase your move speed by 20ft for one round,"",Incrementa tu velocidad movimiento en 20ft durante un asalto
INITIATIVE,INITIATIVE BONUS,BONUS
STUNNING FIST,STUNNING FIST|TODAY,PUÑETAZO ATURDIDOR
Token,"",Símbolo
Venom Immunity,Venom Immunity|Immune to all poisons,Inmunidad al veneno
Weapon Specialisation  (,"",Especialización en Armas (
WILD EMPATHY,"",EMPATÍA SALVAJE
WIS - 4,"",SAB – 4
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),+1 bonus escudo a CA por usar 2 armas (+2 si luchas defensivamente)
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","Si golpeas con ambas armas, haz un extra 1d10 ("
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Infundir Valor y similar
JUDGEMENTS,JUDGEMENTS|PER DAY,JUICIOS
Spell Save DC = 10 + WIS + Spell Level,"",CD Salv de Conjuro = 10 + SAB + Nivel de Conjuro
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.","","Dependiendo de tu raza, usualmente puedes elegir una clase favorita,|la cual proporciona un pequeño bonus cada nivel.|Tu clase favorita no tiene porque ser la primera que escojas."
"Diplomacy, Intimidate","","Diplomacia, Intimidar"
(Max +7),"",(Max +7)
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Ataque extra cuando un aliado golpea a distancia
Improved Critical or Keen weapon,"",Crítico mejorado o Arma afilada
Max Speed,"",Vel Máxima
Multiplier,"",Multiplicador
Point-Blank Shot,"",Disparo a bocajarro
RAGE!,RAGE! POWERS |KNOWN,PODERES
saving throws against enchantment,+2 saving throws against enchantment,pruebas Salv. Contra encantamiento
Summon monster II,"",Convocar Monstruo II
Wisdom,"",Sabiduría
2d6,Drunken Strength 2d6,2d6
ARMOUR TRAINING,"",ENTR. EN ARMADURA
"Bluff, Disguise, UMD","","Engañar, Disfrazarse, UOM"
Duration,RAGE!|Duration,Duración
LONG JUMP,"",SALTO DE LONGITUD
Modifier,RAGE!|Modifier,FURIA!
PER DAY,TRAPS|PER DAY,AL DÍA
to Hybrid or Animal form:,"",a Hibrido o forma Animal:
Weight,"",Peso
Armour|& Shield,"",Armadura|y Escudo
Effective|Caster|Level,"",Nivel|Efectivo|Lanzador
loyalty and,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",lealtad y
PERFECT SELF,"",YO PERFECTO
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.","","Encuentra una buena idea para tu personaje. Discurre de donde|vienen, como les influyó su trasfondo y por qué han|elegido ser aventureros.|Usa páginas extra si lo necesitas."
Eyes,"",Ojos
FEATS,TEAMWORK|FEATS,EN EQUIPO
BARDIC KNOWLEDGE,"",CONOCIMIENTO DE BARDO
Distance,"",Distancia
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Penalización por blandir 2 armas reducido a -4 / -4
Summon,"",Conjurar
and,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",y
and,+2 WIS and -2 CHA in all three forms.,y
BONUS,FOCUS|BONUS,BONUS
loyalty and stability and,"Guides religion - If vacant, -2 loyalty and stability and +1 unrest at upkeep",lealtad y estabilidad y
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SUBTOTAL
Cost,"",Coste
INQUISITOR,"",INQUISIDOR
Any distance,Slow Fall Any distance,Cualquier distancia
BASE ATTACK BONUS,FLURRY OF BLOWS|BASE ATTACK BONUS,RÁFAGA DE GOLPES
Disable|Device,"",Inutilizar|Mecanismo
KI POOL,KI POOL|CAPACITY,CAPACIDAD
SPLASH DAMAGE,"",DAÑO DE SALPICADURA
BARD,"",BARDO
Basic|Damage,"",Daño|Básico
Swim at half land speed,Natural Swimmer|Swim at half land speed,Nada la mitad de la velocidad terrestre
CHA,Bonus Spells|CHA,CAR
Duck and Cover,Duck and Cover    Take ally’s result on reflex save,A cubierto
FATIGUED,FATIGUED|DURATION,DURACIÓN
FLAT-FOOTED,FLAT-FOOTED AC,CA
for calculating,Use monk level in place of BAB for calculating CMB,para calcular
FRIEND,"",AMIGO
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Golpear con escudo mejorado
SINGLE,SINGLE ATTACK,ATAQUE
to Acrobatics,Grants +4 to Acrobatics,a Acrobacias
PER DAY,DISCERN LIES|PER DAY,AL DÍA
"Weapons, Ammo","","Armas, Munición"
for the rest of the round,Charge  -2 to AC for the rest of the round,para el resto del turno
INITIATIVE,"",Iniciativa
Slow Fall,Slow Fall 60 ft,Caída lentificada
Spell|Level,"",Nivel de|Conjuro
unrest at upkeep,"Enforce law and order – If present, -1 unrest at upkeep",malestar durante mantenimiento
Use a full attack action for more attacks,"",Usa una acción de asalto completo para más ataques
HEALING,SPIRIT|HEALING,CURACIÓN
"If you are killed return to life 24 hours later, regardless of|the condition of your body. You do not regain any limiteddaily abilities.","","si mueres, vuelves a la vida 24 horas más tarde, independientemente de|la condición de tu cuerpo. No recuperas ninguna aptitud diaria limitada."
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham","","Usando cualquier combinación de|ataques sin arma y armas de|Monje: Kama, Nunchaku,|Bastón, Sai, Shuriken,|Siangham"
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft","","Como acción movimiento, comparte tu bonus de|Enemigo Predilecto contra un solo objetivo con todos los aliados en 30ft"
Carried Items,"",Obejtos llevados
CHARGE,"",CARGA
UPKEEP,"",MANTENIMIENTO
Resistance,"",Resistencia
SAVING THROW DC,"",CD PRUEBA SALV
SUMMONED CREATURE,"",CRIATURA CONVOCADA
TAKE 20,TAKE 20 PER DAY,ELEGIR 20
WILL,WILL SAVE,SALVACIÓN
• Blind,"",• Cegado
Favoured| Enemy,"",Enemigo|Predilecto
Freedom of Movement,"",Libertad de movimiento
HEALTH,MAX|HEALTH,MÁXIMA
Creature|Level,"",Criatura|Nivel
KINGDOM ROLLS,"",PRUEAS DE REINO
PER DAY,GRIT POINTS|PER DAY,AL DÍA
to negate,"",para negar
(Good),"",(Bueno)
AC,"",CA
DC 25,"",CD 25
Spells|Known,"",Conjuros|Conocidos
DC 20,"On entering an anti-psionic area, pass a Will Save (DC 20)|to keep your mind blade active for this duration:",CD 20
Gain a bonus to saving throws -,Gain a bonus to saving throws - 1 ki point,Gana un bonus a pruebas de Salv -
Level,400’+ 40’ × Level,Nivel
Monk Level,"",Nivel de Monje
to Acrobatics),(which grants +20 to Acrobatics),a Acrobacias)
-2 CHA,+2 WIS and -2 CHA in all three forms.,-2 CAR
2d6,"",2d6
BANNER,"",ESTANDARTE
Barbarian|Level,"",Nivel de|Bárbaro
Spell Failure,"",Fallo de Conjuro
3-LEVEL|BONUS,"",3-Nivel|Bonus
5ft,"",5ft
BASE|ATTACK,BASE|ATTACK|BONUS,BONUS|ATAQUE
DC 15,"",CD 15
GEISHA,"",GEISHA
Temp Attack|Bonus,"",Bonus Temp|Ataque
TRAP SENSE,TRAP SENSE|BONUS,BONUS
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Luchar con dos armas
+1bp,"+1 stability, +1bp consumption",+1bp
FEMALE,"",MUJER
Physical Resistance,Physical Resistance -5,Resistencia Física
+20 ft,Fast Movement +20 ft,+20 ft
Morale Bonus,"",Bonus Moral
PER DAY,FOES|PER DAY,AL DÍA
ACTIONS,ATTACK ACTIONS,ATAQUE
Fast Movement,Fast Movement +50 ft,Movimiento Rápido
IN SUMMER,"",EN VERANO
Luck|Bonus,"",Bonus|Suerte
Rogue|Level,"",Nivel de|Pícaro
• Entangled,"",• Enmarañado
BONUS,DAMAGE BONUS,BONUS
HEALING,HEALING|PER DAY,CURACIÓN
"stability,","+4 stability, +8bp consumption","Estabilidad,"
) or stunned for 1 round,"On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round",) o aturdido durante 1 asalto
1d10,1d10 ? 2d8 ? 3d8 ? 4d8 ? 6d8 ? 8d8 ? 12d8,1d10
unrest at upkeep,"Executioner and headsman - If present, -1 unrest at upkeep",malestar en el mantenimiento
"Bluff, Diplomacy, Sense Motive","","Engañar, Diplomacia, Averiguar Intenciones"
DAMAGE,DAMAGE|REDUCTION,DE DAÑO
DURATION,SERENITY|DURATION,DURACIÓN
Sixth Sense +4,"",Sexto Sentido +4
50 ft,Slow Fall 50 ft,50 ft
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately","No deja rastro, si no quiere."
Temp CMD,"",DMC Temp.
Damage Reduction 1/,Damage Reduction 1/―,Reducción Daño 1/
Grant bonus to allies in 30ft -,Grant bonus to allies in 30ft - 1 ki point,Conceder bonus a aliados en 30 ft -
Paladin|Level,"",Nivel de|Paladín
Use monk level in place of,Use monk level in place of BAB for calculating CMB,Usa nivel Monje en vez de
Bonus to,Bonus to CMB and CMD for your|chosen combat manoeuvres,Bonus a
Granted Power,"",Poderes Concedidos
KEEN SENSES,"",SENTIDOS AGUZADOS
Take 20 Today,"",Tomar 20 Hoy
WIS,Bonus Spells|WIS,SAB
Damage Reduction 2/,Damage Reduction 2/?,Reducción Daño 2/
GOOD,"",BUENO
Heal / Harm,"",Curar / Infligir
Heavy Load,"",Carga Pesada
May always take 10 on Stealth checks in these terrains.,"",Siempre puede elegir 10 en pruebas de Sigilo en estos terrenos.
Power|Save DC,"",CD Salv.|Poder
TRAP SENSE,"",SENTIDO DE TRAMPAS
"– If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","- Si está vacante, el Reino falla todas las pruebas de comando y no puede reclamar o desarrollas hexágonos"
• Paralysed,"",• Paralizado
in all three forms.,+2 WIS and -2 CHA in all three forms.,en las tres formas.
KNOWN,TRICKS|KNOWN,CONOCIDOS
per level,+ INT| per level,por nivel
SAVE DC,WILL SAVE DC,CD SALV
Shot on the Run,Shot on the Run    Attack at any point during your move,Disparo a la carrera
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","Curar Heridas Serias en Masa|Elimina las condiciones de fatigado, afectado y estremecido"
MORALE,MORALE|BONUS,BONUS
+ 2 + 2d6,"",+ 2 + 2d6
1d10,1d10 → 2d8 → 3d8 → 4d8 → 6d8 → 8d8 → 12d8,1d10
Channel Positive Energy,"",CANALIZAR ENERGÍA POSITIVA
CURSE OF LYCANTHROPY,"",MALDICIÓN DE LICANTROPÍA
Fly Speed,"",Vel. de Vuelo
Handle Animal,"",Trato con Animales
Knowledge: Dungeoneering,"",Saber: Dungeons
Platinum,"",Platino
Cure Wounds,"",Curar Heridas
MYTHIC SAVING THROWS,"",PRUEBAS SALVACIÓN MÍTICAS
Snatch Arrows,"",Atrapar flechas
and,"at levels 3, 8, 13 and 18",y
BONUS,AC BONUS,CA
CAPACITY,KI POOL|CAPACITY,RESERVA KI
NINJA,"",NINJA
Rapid Shot,"",Disparo rápido
50 ft,"",50 ft
BONUS,TOUCH AC|BONUS,BONUS
DEX,"On a critical, Fort (DC 10 + ½ level + DEX) or die",DES
FORTITUDE SAVE BONUS,POISON RESISTANCE FORTITUDE SAVE BONUS,BONIFICADOR A SALV DE FORTALEZA POR
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignora reducción de daño hasta
POISON RESISTANCE,"",RESISTENCIA A VENENOS
unrest at upkeep,"Guides religious worship – If vacant, -2 loyalty and stability, and +1 unrest at upkeep",malestar durante mantenimiento
Extend Spell,Extend Spell  +1,Prolongar conjuro
loyalty,"+1 economy, -1 loyalty",lealtad
"Your weapon also counts as aligned,|to an alignment that matches your own.","","Tu arma también cuenta como alineada,|a un alineamiento que coincida con el tuyo."
3d8,1d10 ? 2d8 ? 3d8 ? 4d8 ? 6d8 ? 8d8 ? 12d8,3d8
ARMOUR|CLASS,ARMOUR|CLASS|PENALTY,PENALIZACIÓN|CLASE
BONUS,WILL|SAVE|BONUS,BONUS
Improved Bull Rush,"",Embestida mejorada
Temp Speed,"",Vel Temp
to overcome target’s|spell resistance,"",para sobrepasar la resistencia|conjuros del objetivo
BONUS,ENHANCEMENT|BONUS,BONUS
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",CON
Deafened,"",Ensordecido
Economy,Lawful: +2 Economy,Economía
Focus,"",Foco
MELEE,"",MELEE
POTIONS,"",POCIONES
AFFLICTED LYCANTHROPE,"",LICÁNTROPO AFLIGIDO
BONUS,SPEED BONUS,BONUS
ECO,"",ECO
LEGENDARY HERO,"",HÉROE LEGENDARIA
PER DAY,CHANNEL ENERGY PER DAY,AL DÍA
REDUCTION,DAMAGE|REDUCTION,REDUCCIÓN
Tandem Trip,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",Derribo en tandem
to concentration checks,Shielded Caster    +4 to concentration checks,a tiradas de concentración
Attained,"",Obtenido
COMBAT|MANEUVRE,COMBAT|MANEUVRE|DEFENCE,DEFENSA|MANIOBRA
FEATS & SPECIAL ABILITIES,"",DOTES Y APTITUDES ESPECIALES
120 ft,"",120 ft
AC,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,CA
ALCHEMY,"",ALQUIMIA
Cost:,Cost: 1 pt,Coste:
Gifts,"",Regalos
SORCERER,"",HECHICERO
Track,"",Rastrear
WANDS,"",VARITAS
Neutral:,Neutral: +2 Stability,Neutral:
PENALTY,ARMOUR|CLASS|PENALTY,ARMADURA
2 ki point,"Ignore concealment - 1 ki point|Ignore total concealment or cover - 2 ki point|Ignore total cover, fire around corners - 3 ki point",2 puntos ki
BONUS,DANCE|BONUS,BONUS
"Bonus only applied when unarmoured,|unencumbered and not helpless","","Bonus solo aplica sin armadura,|sin carga, y no indefenso"
DEFENCE,COMBAT|MANEUVRE|DEFENCE,COMBATE
DODGE,DODGE|BONUS,ESQUIVA
EFFECTS,CRITICAL EFFECTS,CRITICOS
EVIL DAMAGE,EVIL DAMAGE|BONUS,BONUS DAÑO
KNOWN POWERS,"",PODERES CONOCIDOS
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Desgarrar con dos armas
(Bad),"",(Malo)
BONUS,INITIATIVE BONUS,INICIATIVA
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","","Redondea siempre hacia abajo. Si tienes cifras impares en puntuación características,|habrá oportunidad de ajustar las puntuaciones a niveles más altos."
Defensive Casting|Attack Penalty,"",Penal. Ataque|Lanzamiento Defens.
Good saves:,"",Buenas Salv:
Granted to allies within 30ft who can see and hear you,"",Concedido a aliados en 30ft a la redonda que pueden verte y oirte
Temporary feat,"",Dote Temporal
VICTIMS,VICTIMS|PER DAY,VÍCTIMAS
Concept,"",Concepto
Cost:,Cost: 1 pt per range increment,Coste:
RIVAL,"",RIVAL
1 ki point,"As a swift action, deal damage equal to your Unarmed Strike when using an improvised weapon|Damage bonus lasts for one round - 1 ki point",1 punto ki
BAB,"",BAB
Modifier = (Ability Score - 10) ÷ 2,"",Modificador = (Punt. Caracte. - 10) ÷ 2 
Treasurer,"",Tesorero
"- If vacant,","Ensures the will of the people - If vacant, -2 loyalty +1 unrest at upkeep and no bonus from festivals","- Si está vacío, "
Add any bonus or penalty from your race:,"",Añade cualquier bonus o penalizaniónde tu raza:
Avoid half damage on failed reflex save,"",Evita mitad del daño cuando se falla una Salv. Ref.
RAGE!,Titanic RAGE!,FURIA!
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,UMBRAL
CURRENT,CURRENT|FEATS,ACTUAL
Fears,"",Miedos
GOOD DAMAGE,GOOD DAMAGE|BONUS,DAÑO BUENO
WHOLENESS OF BODY,"",Plenitud Corporal
BONUS,PERFORMANCE|BONUS,BONUS
Double Slice,Double Slice    Add your full STR to damage with an off-hand weapon,Doble tajo
FLURRY OF BLOWS,FLURRY OF BLOWS|BASE ATTACK BONUS,BONUS ATAQUE BASE
KNOWN,DISCOVERIES|KNOWN,CONOCIDOS
Spells|per day,"",Conjuros|al Día
Temp Damage|Bonus,"",Bonus Temp|Daño
Use any skill as if you were trained,"",Usa cualquier habilidad como si fuera entrenada
Feats,"",Dotes
MYSTERY,"",Misterio
One hit|point,"",Un punto|de golpe
per level,+ CON| per level,por nivel
Radius centred|on the Cleric,"",Radio centrado|en el Clérigo
Spirit’s|Charisma,"",Carisma del|Espíritu
Undead,"",No muerto
Base|Attack|Bonus,"",Bonus|Ataque|Base
BONUS,SNEAK ATTACK|BONUS,BONUS
Gold,"",Oro
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,INSPIRAR HEROISMO
WIS,Use WIS in place of STR/DEX for monk weapons,SAB
and,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,y
ATTACK,ATTACK|BONUS,BONUS
BONUS,EVIL DAMAGE|BONUS,MALIGNO
Cast spells in heavy armour with no risk of spell failure,"",Lanza conjuros con armadura pesada sin riesgo de fallo arcano
Dodge bonus to,"Dodge bonus to AC, and morale bonus|to saving throws against fear",Bonus esquiva a
Monk Level|÷ 4,"",Nivel Monje|÷ 4
SETTLE,SETTLE    Create new towns,ASENTAR
to Diplomacy to alter an animal’s attitude,"",a Diplomacia para alterar la actitud del animal
CON,+ CON| per level,CON
to jump checks -,+20 to jump checks - 1 ki point,a pruebas de Saltar -
CHANNEL,CHANNEL|PER DAY,CANALIZAR
Invulnerability,"",Invulnerabilidad
Spells from your opposed schools cost two slots to prepare.,"",Los conjuros de las escuelas opuestas ocupan dos huecos
Stunned,"",Aturdido
"– If vacant,","Commands the army – If vacant, -4 loyalty","- Si vacante,"
BONUS,KNOWLEDGE |BONUS,BONUS
CLASSES,"",CLASES
Cold,"",Frío
Current Shape,"",Forma actual
Improved Impaling Critical,"",Crítico Empalador mejorado
Monk bonus applies when|unarmoured and unencumbered,"",Bonus Monje aplica cuando|no lleva carga ni armadura
Twin eidolon,"",Eidolon gemelo
Constitution,"",Constitución
DEFENCE & SAVING THROWS,"",DEFENSA & TIROS SALVACIÓN
DIRGE OF DOOM,"",CANTO DE FATALIDAD
Non-Monk|Level,"",Nivel|No-Monje
Extra,"",Extra
1d4,"",1d4
Current Country,"",País Actual
Cleric|Level,"",Nivel de|Clérigo
Oratory,"",Oratoria
to attacks of opportunity,"",a ataque de oportunidad
Guides religion,"Guides religion - If vacant, -2 loyalty and stability and +1 unrest at upkeep",Controla la religión
OTHER DAMAGE,"",OTRO DAÑO
Resources,"",Recursos
1 ki point,Double damage reduction - 1 ki point,1 punto ki
1 ki point,Grant bonus to allies in 30ft - 1 ki point,1 punto ki
AC Penalty,"",Penalización CA
Summon Nature’s Ally VI,"",Conovocar Aliado Natural VI
TEAMWORK FEATS,"",DOTES DE TABAJO EN EQUIPO
ECONOMY,"",ECONOMÍA
GREATER,GREATER RAGE!,FURIA
PER DAY,HEALING|PER DAY,AL DÍA
Quick Draw,Quick Draw    Draw your weapon as a free action,Desenvainado rápido
Temp,"",Temp
Total City|Population,"",Población|Total Ciudad
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,FALLO DE CONJURO ARCANO
6d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,6d6
HIT POINTS,"",PUNTOS DE GOLPE
Staggered,"",Grogui
WILL BONUS,FEAR EFFECTWILL BONUS,EFECTO MIEDO
WIS,Use WIS instead of DEX for attacks with a bow,SAB
CAVALIER ORDER — SKILLS,"",ORDEN CABALLERESCA – HABILIDADES
Credit,"",Crédito
Knowledge bonus,"",Bonus a Saber
KNOWN,RAGE POWERS |KNOWN,CONOCIDOS
Slow Fall,Slow Fall 70 ft,Caída lentificada
4d8,1d10 ? 2d8 ? 3d8 ? 4d8 ? 6d8 ? 8d8 ? 12d8,4d8
BONUS,ATTACK BONUS,BONUS
EXTRACTS,"",EXTRACTOS
Pack Attack,Pack Attack    Ally’s attack allows you to take 5ft step,Ataque en manada
PREPARED SPELLS,"",CONJUROS PREPARADOS
• Deafened,"",• Ensordecido
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Mod de Característica =|    (Puntuación Total de Característica - 10) ÷ 2
AFFILIATIONS,"",AFILIACIONES
Clothes / Body,"",Ropas / Cuerpo
DC,DC 30,CD
DISCOVERIES|KNOWN,"",DESCUBRIMIENTOS|CONOCIDOS
Level|Bonus,"",Bon|de Nivel
"stability,","+1 stability, +1bp consumption","Estabilidad,"
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Cuerpo Eterno
TIMELINE,"",LINEA DE TIEMPO
ATTACK,SINGLE ATTACK,SENCILLO
"Baron, Duke, King or Queen","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Barón, Duque, Rey o Reina"
DAMAGE|REDUCTION,"",REDUCCIÓN|DE DAÑO
Improved Critical / Keen weapon / Keen magical effect,"",Critico mejorado / Arma afilada / Efecto afilado mágico
sq,20 ft  4 sq,c
CR,"",VD
+4bp,"+3 stability, +4bp consumption",+4bp
Automatic|Success,"",Éxito|automático
Grants,Grants +16 to Acrobatics,Concede
d100,"",d100
Magus|Level,"",Nivel de|Magus
to Acrobatics,Grants +12 to Acrobatics,a Acrobacias
"– If present,","Enforce law and order – If present, -1 unrest at upkeep","- Si presente,"
"- If vacant,","Commands the army - If vacant, -4 stability","- Si está vacío, "
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Un ataque furtivo exitoso puede también añadir uno de los siguientes:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asaltos| • Asesinado
Base Value,"",Valor Base
BLOODLINE,"",LINAJE
SUMMONER,"",CONJURADOR
• Shaken,"",• Estremecido
Bonus Spells,Bonus Spells|WIS,Conjuros Adicionales
CMB,"Bonus applies to CMB to attempt, |and CMD to resist, any of your |chosen manoeuvres.",BMC
DURATION,FATIGUED|DURATION,FATIGADO
Ignore damage reduction up to,Penetrating Strike    Ignore damage reduction up to 5/—,Ignora reducción de daño hasta
Physical Resistance,Physical Resistance -2,Resistencia Física
Splash|radius,"",Radio de|salpicadura
to Acrobatics,Grants +24 to Acrobatics,a Acrobacias
12d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,12d6
Attack Bonus,"",Bon de Ataque
Intelligence,"Intelligence - If vacant, -4 economy and +1 unrest at upkeep",Inteligencia
less for a light weapon),Off-hand weapon    (2 less for a light weapon),menos para un arma ligera)
Naginata,"",Naginata
Name,"",Nombre
Dodge bonus to,Dodge bonus to AC,Bonus de esquiva a
"May make a standard or move action,| but not both","","Puede hacer acción estandar o de movimiento,| pero no ambas"
+1 hp or skill rank per level,"",+1 pg o rango de hab. por nivel
rds,"",turnos
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+4 a todas las pruebas salvación|+4 bonus esquiva a
1d3,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,1d3
2ft,"",2ft
TRAP,TRAP SENSE,TRAMPA
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modif. Habilidad = (Punt. Total Habil. -10) ÷ 2
BONUS,NAKED COURAGE|BONUS,BONUS
Enforce law and order,"Enforce law and order – If present, -1 unrest at upkeep",Hace cumplir la ley y el orden
Slow Fall,Slow Fall Any distance,Caída lentificada
sq,15 ft  3 sq,c
to Acrobatics),(which grants +4 to Acrobatics),a Acrobacias)
4/silver,"",4/plata
