Original,Part of,Translation
Your weapon counts as magical for|bypassing damage resistance.,"",L'arma conta come magica|per superare la riduzione del danno.
RACIAL ABILITIES,"",PRIVILEGI RAZIALI
SOOTHING PERFORMANCE,"",MUSICA LENITIVA
Hit Dice,"",Dadi Vita
Basic attributes,"",Attributi Base
1 to 9,"",da 1 a 9
Deflection|Modifier,"",Modificatore|Deviazione
Wisdom|Penalty,"",Penalità|Saggezza
Ammo,"",Munizioni
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 iniziativa; 20% di mancare quando attacca|-4 su prove opposte di Percezione|fallisce automaticamente Percezione sui suoni
Overcome spell resistance,"",Supera la Res. agli Incantesimi
KINGDOM|POPULATION,"",REGNO|POPOLAZIONE
+1 grit point,"",+1 punto grinta
Concentration,"",Concentrazione
QUIVERING PALM,"",Palmo tremante
Ronin|Level,"",Livello|Ronin
Spring Attack,"",Attacco Rapido
Able to take 10 on any skill,"",Capace di prendere 10 in ogni abilità
10 to 14,"",da 10 a 14
Heal / Harm,"",Guarire / Ferire
Non-lethal,"",Non-letali
ATTACKS,"",ATTACCHI
3-LEVEL|BONUS,"",BONUS|3-LIVELLI
Percussion,"",Percussioni
Unconscious,"",Privo di sensi
Speed with Armour,"",Velocità con Armat.
WIS,"",SAG
POPULACE,"",POPOLAZIONE
Treat unarmed attacks as magic weapons,"",Tratta gli attacchi senz'armi come armi magiche
WIS - 8,"",SAG - 8
COMBAT,"",COMBATTIMENTO
ANIMAL COMPANION,"",COMPAGNO ANIMALE
KNOWN POWERS,"",POTERI NOTI
11 to 15,"",da 11 a 15
Temp CMB,"",BMC Temp.
Hit Die,"",Dado Vita
Death’s Shot,"",Colpo della Morte
Ranks,"",Gradi
Barony,"",Baronia
d4 / d8,"",d4 / d8
POTIONS,"",POZIONI
Shield ally,"",Scudo Alleato
ARCANE SPELLS,"",INCANTESIMI ARCANI
Location,"",Collocazione
ANIMAL FORM,"",FORMA ANIMALE
Listen,"",Ascoltare
TAKE 10,"",PRENDI 10
Fly Speed,"",Velocità in volo
Improved Disarm,"",Disarmare migliorato
7d6,"",7d6
Training,"",Addestramento
DC,"",CD
Knowledge: Psionics,"",Conoscenze: Psioniche
WEAPON EXPERTISE,"",ESPERTO nell'ARMA
When training an animal to serve as a mount,"",Quando addestra un animale come cavalcatura
PATRON SPELLS,"",INCANTESIMI del PATRONO
Swim,"",Nuotare
Bard Level,"",Livello da Bardo
+8 Strength  +8 Constitution  +4 Will  -2 AC,"",+8 Forza +8 Costituzione +4 Volontà -2 CA
Special Ammo,"",Munizioni speciali
Common,"",Comune
BUILD A CHARACTER,"",CREA UN PERSONAGGIO
Knowledge: The Planes,"",Conoscenze: Piani
Base|Points,"",Punti|Base
EXTRACTS,"",ESTRATTI
LAY ON HANDS,"",IMPOSIZIONE DELLE MANI
2d8 / 4d8,"",2d8 / 4d8
Saving|Throw|Bonus,"",Bonus|Tiri|Salvezza
Splash|radius,"",Raggio|Spargimento
Gate,"",Portale
Headband,"",Fascia
Charisma|Penalty,"",Penalità|Carisma
hp,"",pf
TAX,"",TASSE
SKILL|RANKS,"",ABILITÀ|GRADI
Favoured Enemy Bonus,"",Bonus Nemico Prescelto
Reflex,"",Riflessi
Diplomacy,"",Diplomazia
Your weapon also counts as adamantine|for overcoming damage resistance.,"",L'arma conta anche come adamantina|per superare la riduzione del danno.
Trained,"",Con addestramento
Ring,"",Anello
SPELL|RANGE,"",RAGGIO|INCANT.
Tumble,"",Acrobazia
Discern Lies|Today,"",Rivela Bugie|Oggi
Bonus|Infusions|INT,"",Bonus|Infusioni|INT
Smiting,"",Punizione
Threat range,"",Raggio di minaccia
COMBAT STYLE,"",STILE DI COMBATTIMENTO
Lightning Reload,"",Ricarica Fulminea
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Il danno da attacco furtivo si può applicare quando un bersaglio è|ﬁancheggiato o se viene privato del proprio bonus di DES alla CA.|Per gli Attacchi a distanza, si applica solo entro 9 m.|Non viene moltiplicato dai Colpi critici.|Può essere Danno non letale solo con una arma non letale."
TOTAL FUNDS,"",FONDI TOTALI
15 to 19,"",da 15 a 19
Sml / Lrg,"",Pcl / Grn
Trap Sense +6,"",Percepire Trappole +6
Enemies are frightened and flee your performance,"",I nemici sono spaventati e fuggono dalla tua esibizione
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","","Attacco in mischia a sorpresa. 1 mano: 1d6/d1d4. 2 mani: 1d10/1d8|Se riesce, BMC per buttare a terra"
Immune to all diseases,"",Immune a tutte le malattie
Special properties,"",Proprietà speciali
Conceal Knife,"",Occulta Lama
4d8,"",4d8
Bonus|Feats,"",Talenti|bonus
Greater Spell Penetration,"",Penetrazione Incantesimi Superiore
Unconcious,"",Inconscio
Perception,"",Percezione
Cheat Death,"",Truffare la Morte
Handle Animal,"",Addestrare Animali
Blindsense 30ft,"",Sensi Acuti 9m
Class skills,"",Abilità di Classe
Paladin Level,"",Livello da Paladino
ORIGINS,"",ORIGINI
Intelligence|Penalty,"",Penalità|Intelligenza
CLASS ABILITIES,"",ABILITA' DI CLASSE
"Racial,|Feats","",Talento|Razziale
+ 4 to all saving throws|+ 4 to AC,"",+4 a tutti i tiri salvezza |+4 AC
Skill Ranks,"",Gradi Abilità
2 x Shortsword,"",2 x Spada Corta
Deafening Critical,"",Critico Assordante
(From level 3),"",(dal livello 3)
ATTRIBUTES,"",ATTRIBUTI
Attack,"",Attacco
Power,"",POTERE
Clairsentience,"",Chiaroveggenza
COMMAND DC,"",COMANDO CD
WANDS,"",BACCHETTE
Fatigued,"",Affaticato
Spell|Level,"",Livello|Inc.
Resources,"",Risorse
BLADE SENSE,"",SENSO DELLA LAMA
Aspect,"",Aspetto
Is this a favoured class?,"",E' una classe favorita?
PERFORMANCES,"",ESIBIZIONI
Base Weapon,"",Arma Base
SPELL BOOK,"",LIBRO DEGLI INCANTESIMI
WIS - 12,"",SAG - 12
Area,"",Area
Trap Sense +2,"",Percepire Trappole +2
MYSTERY,"",MISTERO
Foes|Today,"",Nemici|oggi
Blade Barrier,"",Barriera di Lame
Conditional Modifiers,"",Modificatori di circostanza
Base Form,"",Forma Base
Challenged target suffers -2 penalty to AC against|any target other than you.,"",Il bersaglio sfidato subisce -2 alla CA|contro ogni attaccante escluso il samurai
Duration,"",Durata
• Deafened,"",• Assordato
Light Wounds,"",Ferite Leggere
Hero,"",Eroe
BUILDINGS,"",EDIFICI
Purity,"",Purezza
120 ft,"",36m
12 to 16,"",da 12 a 16
Ranger|Level,"",Livello|da Ranger
Effective|Character|Level,"",Livello|Effettivo|Personaggio
Mighty Charge,"",Carica Possente
Critical Wounds,"",Ferite Critiche
Bad|Bind,"",Lato|Cattivo
Once per combat: remain at 1 hp; reroll to confirm a|critical hit; or take 10 on a skill check during combat,"",Uno x combattimento: rimani a 1 pf; ritira per confermare un|critico; oppure prendi 10 a una PdA in combattimento
Critical Range,"",Intervallo di Crit.
45ft,"","13,5 m"
Weapon Mastery,""," MAESTRIA NELLE ARMI"
Radius centred|on the Cleric,"",Raggio centrato|sul Chierico
Focus,"",Focus
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Chiedi al GM come creare i tuoi punteggi di base.|Ti potrà fornire una lista, o chiederti di tirare un dado, o usare un sistema a punti"
Temp Speed,"",Velocità Temp.
BANE,"",ANATEMA
POWER STONES,"",PIETRE DEL POTERE
Artificer|Level,"",Artefice|Livello
Granted Power,"",Poteri Concessi
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,"",Sottolinea come vorresti sviluppare il personaggio in futuro.|Questo piano potrebbe cambiare una volta incominciata l'avventura.
Rogue|Level,"",Livello|da Ladro
2 x,"",2 x
Armour Enhancement,"",Armatura Potenziata
Swim Speed,"",Velocità di Nuoto
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","Manovra gratuita di disarmare, spezzare o spingere se carica con successo; No AdO"
Channel Positive Energy,"",Incanalare energia positiva
Racial|bonus,"",Bonus|Raziale
VERSATILE PERFORMANCE,"",ESECUZIONE VERSATILE
Mass Spell Level,"",Livello Inc. Massa
NINJA,"",NINJA
Deflect Arrows,"",Deviare Frecce
MOVE THROUGH THREATENED SQUARE,"",Movimento attraverso spazi minacciati
Uses Today,"",Usi oggi
ARMOUR TRAINING,"",ADDESTRAMENTO NELLE ARMATURE
Comedy,"",Commedia
Rounds Shared|This Encounter,"",Round Condivisione|Questo Combattimento
Dancing,"",Danzante
(ROGUE),"",(LADRO)
Clothes / Body,"",Vestiti / Corpo
(Minimum 1),"",(minimo 1)
d10 / 3d6,"",d10 / 3d6
or,"",o
MELEE,"",MISCHIA
"Place of origin, nationality, culture","","Paese d'origine, nazionalità, cultura"
WIZARD,"",MAGO
Handle Animal|Bonus,"",Bonus|Addestrare Animali
Black,"",Nero
Arcane Sight|Today,"",Vista Arcana|Oggi
SAVING THROW DC,"",CD TIRI SALVEZZA
+10ft,"",+3m
Debts,"",Debiti
Likes,"",Cose preferite
Dodge|Modifier,"",Modificatore|Schivare
Use in place of Diplomacy to improve the attitude of an animal,"",Uso al posto di Diplomazia per migliorare l'atteggiamento di un animale
Ruler,"",Governante
Domain,"",Dominio
Smitings Today,"",Punizioni Oggi
(cannot use metamagic),"",(Tal. Metamagia proibiti)
17 to 20,"",da 17 a 20
Stunned,"",Stordito
Temp AC,"",CA Temp.
PALADIN,"",PALADINO
DC 25,"",CD 25
DIRGE OF DOOM,"",ISPIRARE TERRORE
Monk Level|÷ 4,"",Liv. Monaco|÷ 4 
Gather Information,"",Raccogliere informazioni
Burrow Speed,"",Vel. di Scavare
Acid,"",Acido
BONUS FEATS,"",TALENTI BONUS
4ft,"",1.2 m
A dose of wolfsbane grants another fortitude save.,"",Una dose di antilupo permette un ulteriore tiro salvezza sulla tempra
Multiplier,"",Moltiplicatore
BASE ATTACK & SAVING THROWS,"",ATTACCO BASE & TIRI SALVEZZA
+6 Strength  +6 Constitution  +3 Will  -2 AC,"",+6 Forza +6 Costituzione +3 Volontà -2 CA
Menacing Shot,"",Colpo Minaccioso
= ECL + 3,"",= LCE + 3
Height,"",Altezza
Greater aspect,"",Aspetto Superiore
Select one judgement at start of combat|to apply its bonus at 5 levels higher,"",Seleziona un giudizio all'inizio del combattimento|e applica i suoi bonus come di 5 livelli superiore
"Attack, damage or save + INT","","Attacco, danni o TS + INT"
SPELLS,"",INCANTESIMI
Carried by / given to,"",Trasportato da / Dato a
Campaign,"",Campagna
Make one additional attack when making a full attack,"",Fai un attacco addizionale durante un attacco completo
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma","","Assegna questi punteggi alle tue 6 Caratteristiche:|Forza, Destrezza, Costituzione, Intelligenza, Saggezza e Carisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,"",Un attacco furtivo riuscito può anche causare:| • Sonno per 1d4 h | • Paralisi per 2d6 rounds | • Morte
11ft,"","3,3 m"
Daring acts,"",Azione Audace
Any identified arcane spell in|(1d6 + spell level) minutes,"",Qualunque inc. arcano in|(1d6 + liv. inc.) minuti
TRAP SENSE,"",PERCEPIRE TRAPPOLE
"Armour, Shield, Protective Items","","Armatura, Scudo, Protezioni"
Temp CMD,"",DMC Temp.
Good saves:,"",Tiri Salvezza Buoni:
ARCANE POOL,"",RISERVA ARCANA
Deafened,"",Assordato
Heal,"",Guarire
Retry a will save after the 2nd round of duration|Roll twice to stabilise,"",Ritira un TS Volontà dopo il 2 round di durata|Tira due volte per stabilizzarsi
Weapon|Training,"",Addestramento|nelle Armi
Components / Focus,"",Componenti / Focus
Staggered,"",Barcollante
Defensive|Casting|Bonus,"",Bonus|Lanciare|sulla Difensiva
Region,"",Regione
CURSE,"",MALEDIZIONE
Notes,"",NOTE
Patron,"",Patrono
Spell Save|DC Bonus,"",Bonus CD|Tiri Salvezza
Charge attack,"",Attacco in carica
Total Weight,"",Peso Totale
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.","","Usa questa CD per TS Riflessi contro|spargimento, TS tempra per le scoperte etc."
DISCOVERIES,"",SCOPERTE
to ignore 10ft of falling damage,"",ignorare il danno da caduta di 3 m
Greater Vital Strike,"",Colpo Vitale Superiore
Total City|Population,"",Popolazione Totale|Città
FRIENDLY,"",AMICHEVOLE
Temp Damage|Bonus,"",Bonus Danno|Temporaneo
Druid|Level,"",Livello|da Druido
ALCHEMY,"",ALCHIMIA
Bonus against charm and compulsion effects,"",Bonus contro charme e compulsione
Gain Evasion and Improved Uncanny Dodge,"",Ottieni Eludere e Schivare Prodigioso Migliorato
Improved Vital Strike,"",Colpo Vitale Migliorato
Monk|Level,"",Livello|da Monaco
Good Cleric,"",Chierico Buono
IDENTIFIED SPELLS,"",INCANTESIMI IDENTIFICATI
Saving throw bonus,"",Bonus ai tiri salvezza
2ft,"","0,6 m"
+ 2 + 4d6,"",+ 2 + 4d6
Your starting languages,"",I tuoi Linguaggi iniziali
Crippling Critical,"",Critico Menomante
Change shape as a move action.,"",Cambia forma con un'azione di movimento
"Bluff, Intimidate","","Raggirare, Intimidire"
Spell Save DC = 10 + CHA + Spell Level,"",CD Salvezza Inc. = 10 + CAR + Liv. Incantesimo
dice,"",dadi
Misc|Modifier,"",Modificatori|Vari
Arms / Wrists,"",Braccia / Polsi
Silver,"",Argento
INQUISITOR,"",INQUISITORE
Max|Ranks,"",Gradi|Max
Invoke three judgements at once,"",Invoca 3 giudizi contemporaneamente
Base|Attack Bonus,"",Bonus|attacco base
Shaman|Level,"",Sciamano|Livello
SHIELD,"",SCUDO
Stable,"",Stabile
TREASURY,"",TESORERIA
INIT,"",INIZ
Pistol-whip,"",Colpo di Calcio
Light Load,"",Carico Leggero
Rank / Position,"",Grado / Posizione
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrasta gli effetti magici che dipendono dalla vista. Gli|Alleati entro 9 m usano una prova di Esibizione al posto di un TS
Other:,"",Altre:
Gorgon’s Fist,"",Pugno della gorgone
Ability Modifier = (Total Ability Score - 10) ÷ 2,"",Modificatore di Caratteristica = (Punteggio Car. Totale - 10) ÷ 2
pt,""," punto"
50% miss chance (1 round),"",50% di fallimento (1 round)
Ride,"",Cavalcare
20% miss chance (1 round),"",20% prob. di fallimento (1 round)
Survival|Bonus,"",Bonus|Sopravvivenza
Evasion,"",Eludere
Throw Anything,"",Lancia tutto
Motivations,"",Motivazioni
Snatch Arrows,"",Afferrare Frecce
Max Load,"",Carico Massimo
3ft,"",1 m
Power Attack,"",Attacco Poderoso
BREATH WEAPON,"",ARMA A SOFFIO
Carried Items,"",Oggetti Trasportati
Catch off-guard,"",Cogliere fuori guardia
CMB,"",BMC
Brass,"",Ottone
Forgery,"",Contraffare
Disable|Device,"",Disattivare|Congegni
From Level 4,"",Dal Livello 4
Shoot into the air to inspire fear within 30ft,"",Spara in aria per ispirare paura nel raggio di 9m
